vgrG1a	VFG041011(gb|NP_248785)	94.2	521	80.7	0.0	1003	VFG041011(gb|NP_248785) (vgrG1b) type VI secretion system substrate VgrG1b [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_18351	VFG051488(gb|NP_253776.1)	100	48	27.6	4.55e-27	103	VFG051488(gb|NP_253776.1) (pldB/tle5b) phospholipase D [HSI-3 T6SS secreted effectors (VF1350) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_17231	VFG051487(gb|NP_248953.1)	97.1	172	92.0	2.27e-114	345	VFG051487(gb|NP_248953.1) (vgrG2b) Type VI secretion system spike protein VgrG2b; metallopeptidase effector VgrG2b [HSI-2 T6SS secreted effectors (VF0915) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
pvcA	VFG044079(gb|NP_250944)	99.6	247	94.6	4.52e-175	483	VFG044079(gb|NP_250944) (pvcA) paerucumarin biosynthesis protein PvcA [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_22674	VFG014115(gb|YP_008719764)	86.4	44	33.1	1.17e-17	72.4	VFG014115(gb|YP_008719764) (PA3143) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]
group_32898	VFG051487(gb|NP_248953.1)	100	59	69.4	1.89e-36	126	VFG051487(gb|NP_248953.1) (vgrG2b) Type VI secretion system spike protein VgrG2b; metallopeptidase effector VgrG2b [HSI-2 T6SS secreted effectors (VF0915) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_13516	VFG001228(gb|NP_249102)	99.6	223	97.0	1.66e-139	404	VFG001228(gb|NP_249102) (pilJ) twitching motility protein PilJ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]
group_30120	VFG014115(gb|YP_008719764)	88.9	45	47.4	2.08e-19	75.5	VFG014115(gb|YP_008719764) (PA3143) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]
group_23783	VFG042734(gb|NP_249343)	99.0	103	81.7	1.81e-70	207	VFG042734(gb|NP_249343) (vfr) cAMP-regulatory protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]
group_37874	VFG041046(gb|NP_251392)	95.7	46	97.9	6.25e-27	92.0	VFG041046(gb|NP_251392) (tse2) type VI secretion system effector Tse2 [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_19384	VFG041038(gb|NP_251056)	99.4	163	100	3.15e-111	322	VFG041038(gb|NP_251056) (tssC) type VI secretion system contractile sheath large subunit [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_19971	VFG015509(gb|NP_252901)	97.4	156	100	2.93e-105	304	VFG015509(gb|NP_252901) (phzC1) phenazine biosynthesis protein PhzC [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_16933	VFG042738(gb|NP_253646)	100	172	89.6	1.33e-109	325	VFG042738(gb|NP_253646) (fimX) protein FimX [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]
group_37837	VFG001242(gb|NP_249775)	100	36	75.0	5.66e-15	63.5	VFG001242(gb|NP_249775) (flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
group_38244	VFG000164(gb|NP_252911)	100	33	91.7	4.05e-19	74.7	VFG000164(gb|NP_252911) (fptA) Fe(III)-pyochelin receptor precursor [Pyochelin (VF0095) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_17869	VFG014473(gb|NP_250132)	92.3	156	86.7	1.14e-85	256	VFG014473(gb|NP_250132) (fliK) flagellar hook-length control protein FliK [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
group_38780	VFG044086(gb|NP_251077)	88.4	86	53.4	5.35e-48	150	VFG044086(gb|NP_251077) (fpvI) RNA polymerase sigma factor [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_38781	VFG000159(gb|NP_251076)	84.4	443	100	3.79e-277	753	VFG000159(gb|NP_251076) (pvdA) L-ornithine N5-oxygenase PvdA [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_38782	VFG015950(gb|NP_251075)	100	544	81.8	0.0	1084	VFG015950(gb|NP_251075) (pvdQ) 3-oxo-C12-homoserine lactone acylase PvdQ [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_38783	VFG044086(gb|NP_251077)	81.6	158	99.4	2.45e-88	252	VFG044086(gb|NP_251077) (fpvI) RNA polymerase sigma factor [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_38784	VFG000159(gb|NP_251076)	84.4	443	100	3.79e-277	753	VFG000159(gb|NP_251076) (pvdA) L-ornithine N5-oxygenase PvdA [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_38787	VFG015950(gb|NP_251075)	100	544	81.8	0.0	1084	VFG015950(gb|NP_251075) (pvdQ) 3-oxo-C12-homoserine lactone acylase PvdQ [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_38785	VFG044086(gb|NP_251077)	81.6	158	99.4	2.45e-88	252	VFG044086(gb|NP_251077) (fpvI) RNA polymerase sigma factor [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_38786	VFG000159(gb|NP_251076)	84.4	443	100	3.79e-277	753	VFG000159(gb|NP_251076) (pvdA) L-ornithine N5-oxygenase PvdA [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_37210	VFG042739(gb|NP_254019)	100	55	90.2	3.83e-36	119	VFG042739(gb|NP_254019) (crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]
pilQ	VFG001218(gb|NP_253727)	94.8	252	95.1	1.25e-165	473	VFG001218(gb|NP_253727) (pilQ) type 4 fimbrial biogenesis protein PilQ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]
group_16128	VFG014106(gb|NP_251842)	100	202	100	1.62e-148	408	VFG014106(gb|NP_251842) (hisH2) imidazole glycerol phosphate synthase subunit HisH [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]
wbpM	VFG014117(gb|NP_251831)	96.4	667	100	0.0	1257	VFG014117(gb|NP_251831) (wbpM) nucleotide sugar epimerase/dehydratase WbpM [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]
group_37411	VFG001214(gb|NP_253237)	96.6	58	100	1.10e-30	107	VFG001214(gb|NP_253237) (pilR) two-component response regulator PilR [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]
dltA	VFG000161(gb|NP_251089)	99.7	310	100	1.78e-206	620	VFG000161(gb|NP_251089) (pvdD) pyoverdine synthetase D [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_25399	VFG016038(gb|NP_251090)	92.3	271	78.3	5.87e-175	532	VFG016038(gb|NP_251090) (pvdJ) pyoverdine biosynthesis protein PvdJ [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_25399	VFG016041(gb|NP_251092)	92.3	271	78.3	1.26e-173	532	VFG016041(gb|NP_251092) (pvdI) peptide synthase [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_18205	VFG016041(gb|NP_251092)	80.7	161	91.5	3.87e-79	253	VFG016041(gb|NP_251092) (pvdI) peptide synthase [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_18605	VFG044081(gb|NP_250946)	94.7	57	33.3	1.51e-34	124	VFG044081(gb|NP_250946) (pvcC) paerucumarin biosynthesis protein PvcC [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_1353	VFG043366(gb|WP_000033553)	84.4	45	7.1	3.93e-13	69.7	VFG043366(gb|WP_000033553) (tlpA) membrane-bound chemoreceptor sensing arginine and bicarbonate [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]
group_28551	VFG000208(gb|NP_250404)	100	102	100	1.99e-69	206	VFG000208(gb|NP_250404) (exsA) type III secretion system regulatory protein ExsA [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_28551	VFG038332(gb|WP_192914500)	89.5	95	93.1	5.38e-58	176	VFG038332(gb|WP_192914500) (exsA) Type III secretion system transcriptional regulator [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
group_28551	VFG000399(gb|WP_002212931)	86.8	91	89.2	1.43e-52	163	VFG000399(gb|WP_002212931) (virF/lcrF) virulence regulon transcriptional activator VirF [TTSS (VF0140) - Effector delivery system (VFC0086)] [Yersinia pestis CO92]
group_15482	VFG043017(gb|NP_252038)	100	167	79.9	2.17e-114	325	VFG043017(gb|NP_252038) (PA3348) chemotaxis protein methyltransferase [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
group_19668	VFG043018(gb|NP_252039)	100	157	98.1	8.97e-104	297	VFG043018(gb|NP_252039) (PA3349) chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
group_10697	VFG041045(gb|NP_251063)	95.7	557	82.4	0.0	1048	VFG041045(gb|NP_251063) (tssI) type VI secretion system tip protein VgrG [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_10706	VFG041043(gb|NP_251061)	98.8	850	100	0.0	1568	VFG041043(gb|NP_251061) (tssH) type VI secretion system ATPase TssH [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_10705	VFG041042(gb|NP_251060)	99.4	338	100	1.54e-239	649	VFG041042(gb|NP_251060) (tssG) type VI secretion system baseplate subunit TssG [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_10704	VFG041041(gb|NP_251059)	99.5	198	100	5.15e-136	390	VFG041041(gb|NP_251059) (tssF) type VI secretion system baseplate subunit TssF [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]
group_36358	VFG000154(gb|NP_250123)	100	50	69.4	8.82e-30	101	VFG000154(gb|NP_250123) (lasI) autoinducer synthesis protein LasI [Quorum sensing (VF0093) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]
group_1784	VFG000157(gb|NP_249535)	99.1	585	100	0.0	1212	VFG000157(gb|NP_249535) (plcH) hemolytic phospholipase C precursor [PLC (VF0092) - Exotoxin (VFC0235)] [Pseudomonas aeruginosa PAO1]
group_36748	VFG014115(gb|YP_008719764)	90.2	41	61.2	8.60e-18	70.1	VFG014115(gb|YP_008719764) (PA3143) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]
group_772	VFG015515(gb|NP_252903)	96.9	384	49.7	1.50e-255	719	VFG015515(gb|NP_252903) (phzE1) phenazine biosynthesis protein PhzE [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_772	VFG015518(gb|NP_252904)	89.2	120	15.6	8.39e-65	214	VFG015518(gb|NP_252904) (phzF1) phenazine biosynthesis protein PhzF, isomerase [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]
group_38237	VFG043014(gb|NP_250149)	82.1	28	75.7	1.66e-08	44.7	VFG043014(gb|NP_250149) (PA1458) two-component sensor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]
group_38237	VFG007556(gb|WP_000119661)	81.8	22	59.5	4.78e-06	37.7	VFG007556(gb|WP_000119661) (cheA) chemotaxis protein CheA [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
group_39230	VFG048621(gb|WP_004213924)	100	68	84.0	6.04e-44	147	VFG048621(gb|WP_004213924) (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
group_39230	VFG000936(gb|WP_016265865)	97.1	68	84.0	1.43e-42	143	VFG000936(gb|WP_016265865) (iutA) ferric aerobactin receptor precusor IutA [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
group_39230	VFG000619(gb|NP_709458)	95.6	68	84.0	9.58e-42	141	VFG000619(gb|NP_709458) (iutA) aerobactin receptor IutA [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
group_39230	VFG048620(gb|WP_014907843)	80.6	67	82.7	2.49e-35	123	VFG048620(gb|WP_014907843) (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
group_39235	VFG048621(gb|WP_004213924)	93.5	108	82.4	1.09e-67	214	VFG048621(gb|WP_004213924) (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
group_39235	VFG000936(gb|WP_016265865)	81.5	108	82.4	3.20e-59	191	VFG000936(gb|WP_016265865) (iutA) ferric aerobactin receptor precusor IutA [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
group_39235	VFG000619(gb|NP_709458)	81.5	108	82.4	3.20e-59	191	VFG000619(gb|NP_709458) (iutA) aerobactin receptor IutA [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
group_39233	VFG048621(gb|WP_004213924)	100	144	91.7	1.50e-96	291	VFG048621(gb|WP_004213924) (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
group_39233	VFG000936(gb|WP_016265865)	93.7	143	91.1	4.64e-90	274	VFG000936(gb|WP_016265865) (iutA) ferric aerobactin receptor precusor IutA [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
group_39233	VFG000619(gb|NP_709458)	93.7	143	91.1	4.64e-90	274	VFG000619(gb|NP_709458) (iutA) aerobactin receptor IutA [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
iucD	VFG048609(gb|WP_004213923)	99.6	240	100	1.28e-175	487	VFG048609(gb|WP_004213923) (iucD) lysine 6-monooxygenase IucD [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
iucD	VFG000937(gb|WP_000750139)	84.2	240	100	2.69e-146	413	VFG000937(gb|WP_000750139) (iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
iucD	VFG000618(gb|NP_709457)	84.2	240	100	2.69e-146	413	VFG000618(gb|NP_709457) (iucD) aerobactin synthesis protein IucC, lysine 6-monooxygenase [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
group_39226	VFG048609(gb|WP_004213923)	94.4	54	100	1.95e-28	101	VFG048609(gb|WP_004213923) (iucD) lysine 6-monooxygenase IucD [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
group_39226	VFG000937(gb|WP_000750139)	83.0	53	98.1	2.58e-24	90.1	VFG000937(gb|WP_000750139) (iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
group_39226	VFG000618(gb|NP_709457)	83.0	53	98.1	2.58e-24	90.1	VFG000618(gb|NP_709457) (iucD) aerobactin synthesis protein IucC, lysine 6-monooxygenase [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
group_39221	VFG048609(gb|WP_004213923)	100	54	87.1	2.74e-35	120	VFG048609(gb|WP_004213923) (iucD) lysine 6-monooxygenase IucD [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
group_39223	VFG048606(gb|WP_004213922)	89.1	55	90.2	7.53e-32	112	VFG048606(gb|WP_004213922) (iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
group_39223	VFG000938(gb|WP_001015709)	80.0	55	90.2	1.09e-28	103	VFG000938(gb|WP_001015709) (iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
group_39223	VFG000617(gb|NP_709456)	80.0	55	90.2	1.09e-28	103	VFG000617(gb|NP_709456) (iucC) aerobactin synthesis protein IucC [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
iucB	VFG048603(gb|WP_004213921)	99.0	195	95.1	6.21e-148	411	VFG048603(gb|WP_004213921) (iucB) N-acetyltransferase IucB [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
iucB	VFG000939(gb|WP_001287497)	95.4	195	95.1	8.02e-144	400	VFG000939(gb|WP_001287497) (iucB) aerobactin siderophore biosynthesis protein IucB [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
iucB	VFG000616(gb|NP_709455)	95.4	195	95.1	8.02e-144	400	VFG000616(gb|NP_709455) (iucB) aerobactin synthesis protein IucB [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
group_39246	VFG048600(gb|WP_004213920)	100	51	98.1	7.51e-33	114	VFG048600(gb|WP_004213920) (iucA) aerobactin Synthetase IucA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
group_39246	VFG000940(gb|WP_001299620)	92.2	51	98.1	4.27e-30	106	VFG000940(gb|WP_001299620) (iucA) aerobactin siderophore biosynthesis protein IucD [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
group_39246	VFG000615(gb|NP_709454)	92.2	51	98.1	4.44e-30	106	VFG000615(gb|NP_709454) (iucA) aerobactin synthesis protein IucA [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
iucC	VFG048600(gb|WP_004213920)	95.5	179	86.0	2.46e-115	337	VFG048600(gb|WP_004213920) (iucA) aerobactin Synthetase IucA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
iucC	VFG000940(gb|WP_001299620)	87.2	179	86.0	4.65e-104	308	VFG000940(gb|WP_001299620) (iucA) aerobactin siderophore biosynthesis protein IucD [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]
iucC	VFG000615(gb|NP_709454)	87.2	179	86.0	7.70e-104	308	VFG000615(gb|NP_709454) (iucA) aerobactin synthesis protein IucA [Aerobactin (VF0123) - Nutritional/Metabolic factor (VFC0272)] [Shigella flexneri 2a str. 301]
